League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
LaLiga ,18/19 ,1 ,Girona ,Real Valladolid ,0 ,0 ,67% ,33% ,13 ,2 ,1 ,1 ,10 ,1 ,2 ,0 ,3 ,2 ,1 ,1 ,21 ,20 ,1 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,7 ,0 ,6 ,2 ,1 ,2 ,589 ,275 ,501 (85%) ,172 (63%) ,58/78 (74%) ,21/76 (28%) ,7/26 (27%) ,2/15 (13%) ,16/30 (53%) ,9/14 (64%) ,159 ,143 ,82 ,71 ,35 ,21 ,12 ,27 ,13 ,10 ,14 ,30 ,68% ,32% ,4 ,2 ,1 ,1 ,3 ,1 ,0 ,0 ,3 ,2 ,0 ,1 ,0 ,0 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,3 ,2 ,1 ,2 ,293 ,134 ,256 (87%) ,88 (66%) ,33/44 (75%) ,8/29 (28%) ,3/14 (21%) ,1/7 (14%) ,4/11 (36%) ,5/7 (71%) ,32 ,36 ,16 ,11 ,6 ,14 ,4 ,6 ,11 ,11 ,67% ,33% ,9 ,0 ,0 ,0 ,7 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,6 ,0 ,3 ,0 ,0 ,0 ,296 ,141 ,245 (83%) ,84 (60%) ,25/34 (74%) ,13/47 (28%) ,4/12 (33%) ,1/8 (13%) ,12/19 (63%) ,4/7 (57%) ,50 ,35 ,19 ,10 ,6 ,13 ,9 ,4 ,3 ,19 ,
LaLiga ,18/19 ,1 ,Real Betis ,Levante ,0 ,3 ,77% ,23% ,22 ,6 ,8 ,4 ,10 ,2 ,4 ,0 ,5 ,3 ,2 ,4 ,10 ,10 ,0 ,2 ,null ,null ,0 ,5 ,0 ,2 ,null ,null ,0 ,2 ,9 ,5 ,13 ,1 ,1 ,8 ,707 ,206 ,641 (91%) ,133 (65%) ,41/56 (73%) ,12/48 (25%) ,4/24 (17%) ,1/10 (10%) ,17/25 (68%) ,13/26 (50%) ,130 ,126 ,68 ,46 ,16 ,10 ,25 ,14 ,9 ,10 ,14 ,35 ,77% ,23% ,10 ,1 ,3 ,1 ,5 ,0 ,2 ,0 ,2 ,1 ,1 ,4 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,0 ,0 ,5 ,1 ,5 ,0 ,0 ,3 ,377 ,105 ,347 (92%) ,68 (65%) ,22/30 (73%) ,5/24 (21%) ,0/7 (0%) ,1/7 (14%) ,8/13 (62%) ,6/12 (50%) ,27 ,19 ,5 ,1 ,12 ,8 ,6 ,2 ,5 ,14 ,76% ,24% ,12 ,5 ,5 ,3 ,5 ,2 ,2 ,0 ,3 ,2 ,1 ,0 ,0 ,2 ,null ,null ,0 ,4 ,0 ,2 ,null ,null ,0 ,2 ,4 ,4 ,8 ,1 ,1 ,5 ,330 ,101 ,294 (89%) ,65 (64%) ,19/26 (73%) ,7/24 (29%) ,4/17 (24%) ,0/3 (0%) ,9/12 (75%) ,7/14 (50%) ,41 ,27 ,11 ,9 ,13 ,6 ,3 ,8 ,9 ,21 ,
LaLiga ,18/19 ,1 ,Celta Vigo ,Espanyol ,1 ,1 ,48% ,52% ,12 ,14 ,2 ,5 ,8 ,4 ,2 ,5 ,8 ,7 ,3 ,1 ,13 ,14 ,3 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,8 ,5 ,6 ,4 ,2 ,393 ,423 ,313 (80%) ,338 (80%) ,25/62 (40%) ,21/44 (48%) ,4/25 (16%) ,4/20 (20%) ,10/27 (37%) ,7/10 (70%) ,150 ,138 ,50 ,54 ,16 ,9 ,9 ,25 ,16 ,13 ,15 ,18 ,53% ,47% ,4 ,6 ,1 ,3 ,3 ,1 ,0 ,2 ,2 ,4 ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,3 ,1 ,3 ,2 ,1 ,239 ,208 ,196 (82%) ,166 (80%) ,17/37 (46%) ,13/26 (50%) ,3/14 (21%) ,0/10 (0%) ,4/9 (44%) ,3/5 (60%) ,26 ,23 ,10 ,6 ,4 ,8 ,8 ,7 ,8 ,8 ,42% ,58% ,8 ,8 ,1 ,2 ,5 ,3 ,2 ,3 ,6 ,3 ,1 ,1 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,5 ,4 ,3 ,2 ,1 ,154 ,215 ,117 (76%) ,172 (80%) ,8/25 (32%) ,8/18 (44%) ,1/11 (9%) ,4/10 (40%) ,6/18 (33%) ,4/5 (80%) ,24 ,31 ,6 ,3 ,5 ,17 ,8 ,6 ,7 ,10 ,
LaLiga ,18/19 ,1 ,Villarreal ,Real Sociedad ,1 ,2 ,52% ,48% ,16 ,9 ,7 ,4 ,3 ,4 ,6 ,1 ,4 ,6 ,0 ,4 ,16 ,10 ,2 ,3 ,null ,null ,2 ,1 ,2 ,0 ,null ,null ,1 ,0 ,10 ,4 ,6 ,5 ,2 ,6 ,463 ,422 ,366 (79%) ,331 (78%) ,37/67 (55%) ,35/72 (49%) ,3/18 (17%) ,5/13 (38%) ,10/15 (67%) ,7/12 (58%) ,135 ,131 ,47 ,52 ,17 ,19 ,14 ,11 ,5 ,19 ,10 ,20 ,43% ,57% ,6 ,6 ,5 ,2 ,1 ,3 ,0 ,1 ,1 ,5 ,0 ,1 ,1 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,0 ,0 ,3 ,3 ,3 ,3 ,1 ,4 ,193 ,246 ,147 (76%) ,207 (84%) ,18/30 (60%) ,21/36 (58%) ,2/6 (33%) ,4/8 (50%) ,6/10 (60%) ,3/6 (50%) ,26 ,26 ,10 ,8 ,7 ,6 ,4 ,9 ,4 ,6 ,60% ,40% ,10 ,3 ,2 ,2 ,2 ,1 ,6 ,0 ,3 ,1 ,0 ,3 ,1 ,3 ,null ,null ,2 ,0 ,2 ,0 ,null ,null ,1 ,0 ,7 ,1 ,3 ,2 ,1 ,2 ,270 ,176 ,219 (81%) ,124 (70%) ,19/37 (51%) ,14/36 (39%) ,1/12 (8%) ,1/5 (20%) ,4/5 (80%) ,4/6 (67%) ,21 ,26 ,7 ,11 ,7 ,5 ,1 ,10 ,6 ,14 ,
LaLiga ,18/19 ,1 ,Barcelona ,Deportivo Alavés ,3 ,0 ,78% ,22% ,25 ,3 ,9 ,0 ,12 ,2 ,4 ,1 ,7 ,1 ,3 ,0 ,6 ,13 ,0 ,2 ,null ,null ,6 ,0 ,5 ,0 ,2 ,0 ,null ,null ,18 ,3 ,7 ,0 ,0 ,6 ,876 ,228 ,788 (90%) ,151 (66%) ,57/65 (88%) ,13/54 (24%) ,2/10 (20%) ,1/8 (13%) ,13/18 (72%) ,4/8 (50%) ,129 ,105 ,45 ,33 ,14 ,2 ,7 ,22 ,6 ,15 ,2 ,35 ,78% ,22% ,11 ,1 ,2 ,0 ,9 ,1 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,2 ,null ,null ,3 ,0 ,3 ,0 ,1 ,0 ,null ,null ,9 ,1 ,2 ,0 ,0 ,2 ,420 ,111 ,375 (89%) ,74 (67%) ,36/41 (88%) ,4/25 (16%) ,2/5 (40%) ,1/7 (14%) ,4/5 (80%) ,3/6 (50%) ,25 ,13 ,11 ,0 ,3 ,9 ,4 ,12 ,2 ,16 ,79% ,21% ,14 ,2 ,7 ,0 ,3 ,1 ,4 ,1 ,4 ,0 ,3 ,0 ,0 ,0 ,null ,null ,3 ,0 ,2 ,0 ,1 ,0 ,null ,null ,9 ,2 ,5 ,0 ,0 ,4 ,456 ,117 ,413 (91%) ,77 (66%) ,21/24 (88%) ,9/29 (31%) ,0/5 (0%) ,0/1 (0%) ,9/13 (69%) ,1/2 (50%) ,20 ,20 ,3 ,2 ,4 ,13 ,2 ,3 ,0 ,19 ,
LaLiga ,18/19 ,1 ,Eibar ,Huesca ,1 ,2 ,68% ,32% ,18 ,8 ,6 ,6 ,8 ,1 ,4 ,1 ,7 ,0 ,1 ,2 ,12 ,13 ,1 ,1 ,null ,null ,1 ,4 ,0 ,3 ,null ,null ,0 ,1 ,13 ,3 ,5 ,5 ,4 ,5 ,569 ,272 ,465 (82%) ,183 (67%) ,47/76 (62%) ,35/81 (43%) ,9/39 (23%) ,1/6 (17%) ,6/15 (40%) ,10/18 (56%) ,175 ,131 ,60 ,61 ,23 ,22 ,18 ,20 ,6 ,16 ,5 ,49 ,66% ,34% ,11 ,3 ,5 ,3 ,4 ,0 ,2 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,null ,null ,0 ,2 ,0 ,1 ,null ,null ,0 ,0 ,8 ,2 ,3 ,1 ,1 ,5 ,284 ,149 ,231 (81%) ,97 (65%) ,28/45 (62%) ,18/43 (42%) ,4/16 (25%) ,0/2 (0%) ,1/4 (25%) ,4/10 (40%) ,31 ,33 ,13 ,14 ,10 ,10 ,1 ,6 ,2 ,23 ,71% ,29% ,7 ,5 ,1 ,3 ,4 ,1 ,2 ,1 ,4 ,0 ,1 ,1 ,1 ,1 ,null ,null ,1 ,2 ,0 ,2 ,null ,null ,0 ,1 ,5 ,1 ,2 ,4 ,3 ,0 ,285 ,123 ,234 (82%) ,86 (70%) ,19/31 (61%) ,17/38 (45%) ,5/23 (22%) ,1/4 (25%) ,5/11 (45%) ,6/8 (75%) ,29 ,28 ,10 ,8 ,8 ,10 ,5 ,10 ,3 ,26 ,
LaLiga ,18/19 ,1 ,Rayo Vallecano ,Sevilla ,1 ,4 ,48% ,52% ,13 ,17 ,2 ,8 ,5 ,7 ,6 ,2 ,2 ,6 ,3 ,6 ,6 ,15 ,1 ,0 ,null ,null ,3 ,5 ,2 ,2 ,1 ,0 ,0 ,1 ,8 ,12 ,5 ,5 ,3 ,1 ,412 ,441 ,348 (84%) ,370 (84%) ,21/42 (50%) ,41/76 (54%) ,4/17 (24%) ,5/20 (25%) ,7/12 (58%) ,10/15 (67%) ,118 ,115 ,45 ,41 ,14 ,10 ,13 ,15 ,8 ,5 ,23 ,17 ,40% ,60% ,6 ,9 ,1 ,5 ,0 ,3 ,5 ,1 ,2 ,4 ,2 ,1 ,1 ,0 ,null ,null ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,7 ,4 ,2 ,2 ,1 ,166 ,246 ,129 (78%) ,209 (85%) ,8/23 (35%) ,24/41 (59%) ,1/7 (14%) ,3/13 (23%) ,5/7 (71%) ,7/10 (70%) ,24 ,27 ,8 ,7 ,8 ,8 ,2 ,4 ,12 ,6 ,56% ,44% ,7 ,8 ,1 ,3 ,5 ,4 ,1 ,1 ,0 ,2 ,1 ,5 ,0 ,0 ,null ,null ,2 ,2 ,1 ,1 ,1 ,0 ,0 ,1 ,6 ,5 ,1 ,3 ,1 ,0 ,246 ,195 ,219 (89%) ,161 (83%) ,13/19 (68%) ,17/35 (49%) ,3/10 (30%) ,2/7 (29%) ,2/5 (40%) ,3/5 (60%) ,21 ,14 ,6 ,3 ,5 ,7 ,6 ,1 ,11 ,11 ,
LaLiga ,18/19 ,1 ,Real Madrid ,Getafe ,2 ,0 ,77% ,23% ,10 ,5 ,3 ,1 ,5 ,2 ,2 ,2 ,3 ,0 ,6 ,0 ,11 ,28 ,1 ,7 ,null ,null ,2 ,0 ,1 ,0 ,2 ,0 ,null ,null ,7 ,2 ,3 ,3 ,1 ,1 ,791 ,223 ,723 (91%) ,146 (65%) ,67/84 (80%) ,17/52 (33%) ,1/17 (6%) ,1/6 (17%) ,16/24 (67%) ,7/12 (58%) ,128 ,119 ,73 ,45 ,11 ,8 ,20 ,19 ,10 ,9 ,8 ,14 ,80% ,20% ,4 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,2 ,0 ,4 ,0 ,0 ,3 ,null ,null ,1 ,0 ,1 ,0 ,1 ,0 ,null ,null ,4 ,0 ,0 ,0 ,0 ,0 ,430 ,106 ,401 (93%) ,61 (58%) ,33/40 (83%) ,8/28 (29%) ,1/11 (9%) ,0/1 (0%) ,7/10 (70%) ,4/7 (57%) ,35 ,18 ,5 ,4 ,12 ,8 ,7 ,4 ,2 ,6 ,75% ,25% ,6 ,5 ,2 ,1 ,3 ,2 ,1 ,2 ,1 ,0 ,2 ,0 ,1 ,4 ,null ,null ,1 ,0 ,0 ,0 ,1 ,0 ,null ,null ,3 ,2 ,3 ,3 ,1 ,1 ,361 ,117 ,322 (89%) ,85 (73%) ,34/44 (77%) ,9/24 (38%) ,0/6 (0%) ,1/5 (20%) ,9/14 (64%) ,3/5 (60%) ,38 ,27 ,6 ,4 ,8 ,11 ,3 ,5 ,6 ,8 ,
LaLiga ,18/19 ,1 ,Valencia ,Atlético Madrid ,1 ,1 ,51% ,49% ,13 ,9 ,4 ,3 ,8 ,3 ,1 ,3 ,4 ,10 ,0 ,6 ,10 ,15 ,2 ,3 ,null ,null ,2 ,2 ,1 ,1 ,1 ,0 ,1 ,0 ,7 ,5 ,6 ,4 ,2 ,3 ,501 ,471 ,417 (83%) ,377 (80%) ,33/55 (60%) ,26/58 (45%) ,4/8 (50%) ,2/17 (12%) ,7/22 (32%) ,11/18 (61%) ,134 ,146 ,55 ,64 ,19 ,17 ,17 ,26 ,12 ,8 ,31 ,17 ,52% ,48% ,7 ,4 ,0 ,3 ,6 ,0 ,1 ,1 ,2 ,5 ,0 ,4 ,1 ,1 ,null ,null ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,5 ,1 ,2 ,0 ,266 ,231 ,229 (86%) ,186 (81%) ,17/25 (68%) ,10/29 (34%) ,2/2 (100%) ,0/7 (0%) ,3/10 (30%) ,3/5 (60%) ,29 ,31 ,12 ,8 ,9 ,14 ,2 ,5 ,18 ,5 ,49% ,51% ,6 ,5 ,4 ,0 ,2 ,3 ,0 ,2 ,2 ,5 ,0 ,2 ,1 ,2 ,null ,null ,2 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,5 ,2 ,1 ,3 ,0 ,3 ,235 ,240 ,188 (80%) ,191 (80%) ,16/30 (53%) ,16/29 (55%) ,2/6 (33%) ,2/10 (20%) ,4/12 (33%) ,8/13 (62%) ,26 ,33 ,7 ,9 ,8 ,12 ,10 ,3 ,13 ,12 ,
LaLiga ,18/19 ,1 ,Athletic Bilbao ,Leganés ,2 ,1 ,66% ,34% ,17 ,11 ,5 ,2 ,9 ,7 ,3 ,2 ,6 ,2 ,0 ,1 ,12 ,13 ,4 ,5 ,null ,null ,5 ,2 ,4 ,2 ,null ,null ,null ,null ,14 ,9 ,3 ,2 ,1 ,3 ,580 ,296 ,490 (84%) ,208 (70%) ,34/60 (57%) ,30/63 (48%) ,10/26 (38%) ,6/14 (43%) ,7/12 (58%) ,10/13 (77%) ,138 ,126 ,54 ,65 ,26 ,30 ,10 ,14 ,7 ,9 ,16 ,28 ,66% ,34% ,11 ,7 ,2 ,1 ,6 ,4 ,3 ,2 ,1 ,1 ,0 ,0 ,1 ,1 ,null ,null ,2 ,1 ,2 ,1 ,null ,null ,null ,null ,9 ,5 ,2 ,2 ,0 ,1 ,321 ,161 ,272 (85%) ,120 (75%) ,19/30 (63%) ,15/30 (50%) ,6/11 (55%) ,2/7 (29%) ,4/5 (80%) ,6/7 (86%) ,27 ,25 ,16 ,15 ,2 ,2 ,4 ,3 ,5 ,10 ,66% ,34% ,6 ,4 ,3 ,1 ,3 ,3 ,0 ,0 ,5 ,1 ,0 ,1 ,3 ,4 ,null ,null ,3 ,1 ,2 ,1 ,null ,null ,null ,null ,5 ,4 ,1 ,0 ,1 ,2 ,259 ,135 ,218 (84%) ,88 (65%) ,15/30 (50%) ,15/33 (45%) ,4/15 (27%) ,4/7 (57%) ,3/7 (43%) ,4/6 (67%) ,27 ,40 ,10 ,15 ,8 ,12 ,3 ,6 ,11 ,18 ,
